0.0491807 0.00153475 0.000389232 0.112415 0.140691 0.246088 0.000419851 0.155142 0.132278 0.245269 0.000426578 0.160548 0.141675 0.267238 0.000366721 0.127007 0.131408 0.227141 
0.0439563 0.00109896 0.00019476 0.186725 0.117898 0.228964 0.000273122 0.0703019 0.116174 0.192413 0.000274919 0.0728869 0.123435 0.201609 0.000284143 0.0907613 0.136025 0.243508 
0.0450926 0.00211501 0.000596528 0.123966 0.13824 0.245754 0.000464525 0.201886 0.126282 0.244098 0.000493062 0.184874 0.134564 0.255034 0.000447251 0.183975 0.14135 0.265161 
0.0545532 0.00122327 0.000350548 0.0703038 0.138587 0.251298 0.000251854 0.116117 0.144142 0.274002 0.0001676 0.159274 0.131324 0.267833 0.000338134 0.0911937 0.139813 0.264739 
0.0565131 0.00200095 0.000440664 0.148503 0.138974 0.264066 0.000510761 0.131206 0.173523 0.325668 0.000490647 0.123208 0.15541 0.284726 0.000425715 0.116846 0.151259 0.278121 
0.0376582 0.00245595 0.000554788 0.228594 0.123802 0.247665 0.000366563 0.168872 0.132527 0.258559 0.000408411 0.208641 0.13906 0.27328 0.00058668 0.227216 0.124305 0.250591 
0.0365008 0.00145205 0.000259369 0.192419 0.147272 0.294631 0.000228462 0.15431 0.11996 0.234108 0.000348324 0.209003 0.1211 0.244147 0.000246933 0.243636 0.109816 0.220872 
0.0366134 0.00244872 0.000272298 0.202851 0.10339 0.206977 0.000528959 0.235392 0.1135 0.225841 0.000382143 0.228367 0.133911 0.264946 0.00046508 0.136218 0.141861 0.269489 
0.0394473 0.00161948 0.000217807 0.196675 0.119423 0.233853 0.000399747 0.204576 0.131231 0.262908 0.000339585 0.169742 0.142351 0.276737 0.000434432 0.198897 0.157191 0.305899 
0.0281591 0.000766626 0.000107939 0.231182 0.12088 0.260791 0.00023172 0.182472 0.127277 0.260833 9.63564e-05 0.196349 0.0943253 0.200086 0.000186752 0.182626 0.0987102 0.207694 
0.0431781 0.00128032 0.00024837 0.181204 0.122384 0.234763 0.000209164 0.201873 0.129266 0.252717 0.000485106 0.151393 0.141358 0.269737 0.000400105 0.137992 0.150048 0.28418 
0.03044 0.000540008 0.000168161 0.100931 0.092194 0.168351 0.000143479 0.0675672 0.0821337 0.144531 0.000152508 0.073304 0.085206 0.149729 0.000145249 0.075214 0.0844755 0.152024 
0.0330428 0.00160128 0.000288339 0.112568 0.106941 0.190369 0.000368279 0.110244 0.116318 0.212557 0.000227567 0.109641 0.0789264 0.139454 0.000106428 0.103365 0.125673 0.238233 
0.0404945 0.0016902 0.000379231 0.149043 0.127072 0.245524 0.000114827 0.098901 0.143296 0.260615 0.000490303 0.127059 0.123606 0.229171 0.000336516 0.133507 0.10985 0.207296 
0.0342743 0.00159476 0.00028697 0.137185 0.141762 0.266159 0.000658865 0.160078 0.124202 0.231761 0.000173364 0.124033 0.107753 0.203295 0.00025407 0.104485 0.0903868 0.165419 
0.0379106 0.000219137 6.14039e-05 0.0992641 0.10992 0.200899 7.13996e-05 0.162454 0.129503 0.259383 0.000195238 0.0923698 0.130884 0.239731 9.2196e-05 0.103537 0.126915 0.249656 
0.0238639 8.20722e-05 3.99759e-05 0.117703 0.0796588 0.135099 5.48838e-05 0.100571 0.0809025 0.142129 5.59886e-05 0.13742 0.100088 0.189653 0.000123543 0.183309 0.121595 0.238999 
